243.00,28.00,66.00,98.00
242.49,28.09,66.20,97.33
242.51,29.18,65.33,94.67
242.02,32.86,65.50,94.00
240.72,31.15,67.27,96.67
240.28,31.19,67.33,95.83
239.84,31.23,67.40,95.00
236.08,31.16,67.70,94.40
235.28,31.18,67.80,93.60
233.49,29.11,70.70,97.00
232.51,28.56,72.00,97.33
233.05,28.87,70.27,94.63
232.35,28.19,71.00,94.40
228.65,26.37,69.70,92.13
222.84,26.88,69.53,90.47
222.47,25.00,69.50,90.00
221.66,26.50,70.33,89.87
220.13,27.61,68.87,87.00
220.31,25.87,68.00,85.60
220.46,26.32,67.20,83.83
216.58,25.73,67.00,82.67
216.61,26.24,66.50,80.90
213.48,23.30,67.33,81.07
208.56,22.39,69.17,81.93
205.53,22.47,69.00,80.80
203.80,21.73,70.50,81.33
200.85,25.95,69.53,79.40
201.79,27.24,66.80,75.80
201.50,25.77,66.53,74.53
196.42,24.18,69.23,76.27
196.00,28.00,69.00,75.00
196.70,28.25,68.33,74.07
195.89,30.37,63.93,69.40
194.00,34.67,62.50,66.80
195.21,35.56,60.40,65.33
196.32,38.91,59.00,63.67
197.43,39.89,57.60,61.20
196.50,41.50,60.27,63.63
196.44,43.00,61.20,65.07
197.34,46.41,60.20,63.80
198.32,45.98,60.67,64.00
199.80,47.60,58.67,61.73
201.97,49.38,61.40,64.20
203.78,49.55,60.77,63.30
207.67,49.72,60.13,62.40
210.68,50.88,57.50,59.50
213.00,52.46,57.07,58.33
215.09,54.03,56.63,57.67
215.94,53.95,56.00,57.20
219.34,53.38,56.77,57.70
221.22,55.10,56.33,57.00
224.98,57.34,55.20,55.60
229.08,59.20,53.27,53.40
231.92,59.72,51.97,51.83
235.81,59.88,51.40,51.00
239.40,58.02,51.00,50.33
243.05,58.11,50.40,49.47
246.66,58.21,49.80,48.60
250.16,58.77,48.27,46.80
252.97,58.82,47.70,45.97
256.00,59.00,47.00,45.00
258.31,59.00,46.90,46.17
261.31,57.68,44.93,45.47
263.20,54.65,46.70,48.50
265.55,54.70,46.60,49.67
264.60,48.22,48.33,52.83
267.86,39.08,46.60,52.60
267.84,32.27,46.53,53.87
265.29,32.25,46.47,55.13
264.89,36.72,47.10,57.10
264.08,42.54,47.00,58.33
264.09,47.03,46.90,59.57
264.09,48.24,46.80,60.80
263.82,49.03,47.27,62.60
263.84,49.03,47.13,63.80
263.62,48.79,47.50,65.50
263.05,46.51,46.87,65.67
261.75,46.29,47.17,67.27
262.02,45.79,46.60,68.00
260.07,45.85,46.47,69.17
259.55,47.37,45.67,69.00
259.22,47.74,44.80,69.40
257.44,48.03,44.07,69.93
257.04,48.14,43.70,70.83
254.11,47.52,44.80,73.20
254.51,47.55,43.83,73.50
254.58,47.71,43.53,74.47
254.61,48.00,43.30,75.50
255.04,48.93,42.27,74.80
255.00,48.95,42.17,75.93
255.00,49.00,42.00,77.00
254.60,49.00,42.40,77.27
254.19,49.01,42.80,77.53
253.44,49.01,43.20,77.80
251.64,49.02,43.60,78.07
251.30,49.85,43.17,76.67
248.58,48.33,44.40,78.60
247.75,47.45,45.57,80.40
247.44,47.51,45.67,80.33
247.22,48.00,45.60,79.40
247.27,48.72,45.00,78.00
248.37,46.09,46.03,79.57
249.19,44.73,46.40,79.80
252.13,45.06,46.33,79.17
255.31,45.98,45.67,77.33
258.21,46.16,45.50,77.00
260.94,45.53,46.40,78.27
