171.00,89.00,566.00,450.00
174.15,89.07,565.10,451.30
177.30,89.13,564.20,452.60
180.45,89.20,563.30,453.90
183.60,89.27,562.40,455.20
186.74,89.33,561.50,456.50
189.89,89.40,560.60,457.80
193.04,89.46,559.70,459.10
194.72,88.20,561.73,463.07
196.04,86.60,564.50,467.70
195.16,83.00,571.67,476.33
197.57,90.01,572.23,478.97
199.99,90.10,572.80,481.60
211.40,90.19,573.37,484.23
214.50,92.70,573.93,486.87
230.74,95.47,569.00,484.50
234.72,95.90,569.20,486.80
250.47,96.33,569.40,489.10
261.74,102.76,556.40,479.40
279.92,90.39,555.87,481.03
289.32,93.79,548.00,476.00
309.77,94.03,547.10,477.30
320.41,97.94,538.13,471.27
327.20,98.35,536.87,472.23
329.59,94.75,544.40,481.20
353.50,90.67,543.50,482.50
360.80,90.73,542.60,483.80
368.10,90.80,541.70,485.10
375.40,90.87,540.80,486.40
382.70,90.93,539.90,487.70
390.00,91.00,539.00,489.00
389.03,89.78,541.10,490.10
387.65,88.24,544.00,491.87
367.80,86.85,546.50,493.30
364.55,85.47,549.00,494.73
342.62,84.09,551.50,496.17
340.25,81.61,556.40,499.80
322.97,80.04,559.30,501.60
316.75,78.48,562.20,503.40
292.58,75.06,569.20,508.90
268.85,78.92,575.33,513.67
267.67,91.35,577.87,515.13
260.58,84.96,592.20,526.60
238.60,83.56,594.80,528.07
240.28,84.39,591.60,525.07
239.66,104.25,593.00,525.50
233.67,98.47,605.13,535.73
233.43,97.93,605.77,535.47
230.80,95.20,611.20,539.60
230.76,94.85,611.43,538.97
244.54,94.50,611.67,538.33
249.62,92.50,615.50,541.00
248.05,90.87,618.80,542.93
248.43,90.88,618.20,541.57
250.11,92.00,615.00,538.00
267.55,91.83,614.83,537.00
268.40,91.67,614.67,536.00
276.00,91.50,614.50,535.00
275.90,90.97,615.20,534.73
276.45,90.98,614.60,533.37
277.00,91.00,614.00,532.00
277.36,91.37,611.60,532.03
277.72,91.75,609.20,532.07
283.48,96.62,596.00,523.10
283.63,76.10,594.00,523.47
288.79,80.89,582.00,514.67
288.75,80.91,580.40,515.40
288.71,80.94,578.80,516.13
288.67,80.96,577.20,516.87
288.63,80.99,575.60,517.60
288.59,81.01,574.00,518.33
288.54,81.04,572.40,519.07
290.70,83.26,566.40,515.40
290.84,83.47,564.43,515.77
302.05,83.68,562.47,516.13
301.50,83.88,560.50,516.50
306.19,89.09,548.07,506.87
305.62,89.30,546.13,507.23
305.05,89.51,544.20,507.60
304.49,89.71,542.27,507.97
317.75,89.92,540.33,508.33
317.87,90.13,538.40,508.70
314.33,86.67,543.80,516.40
311.61,84.26,547.57,522.00
311.95,84.65,545.20,522.00
312.29,85.04,542.83,522.00
317.77,90.50,530.20,511.87
318.07,90.88,527.90,511.90
